Player,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,K,D,A,FK,FD,DPR
Nay,0.91,197.6,0.91,0.69,129.1,0.7,0.2,0.11,0.09,26.0,12.0,2067,2261,595,324,279,0.761
pleets,0.91,170.1,0.82,0.72,108.1,0.57,0.39,0.07,0.09,15.0,17.0,2173,2634,1470,272,360,0.694
pAura,0.91,192.9,0.97,0.68,123.0,0.67,0.2,0.12,0.14,29.0,15.0,3354,3473,989,578,650,0.693
ZeroData,0.91,189.5,0.89,0.68,127.5,0.66,0.26,0.06,0.07,27.0,14.0,1186,1330,463,111,123,0.738
newgen,0.91,208.0,0.96,0.69,132.3,0.71,0.21,0.12,0.12,24.0,13.0,1504,1567,441,253,258,0.738
Ace,0.91,195.3,0.88,0.67,134.1,0.67,0.3,0.1,0.12,24.0,12.0,690,788,310,80,82,0.768
matti,0.91,186.1,0.96,0.71,123.3,0.64,0.24,0.07,0.07,20.0,14.0,1407,1470,529,146,154,0.671
Madara,0.91,196.9,0.87,0.68,127.7,0.66,0.29,0.09,0.1,24.0,11.0,688,793,303,92,102,0.762
Scrounge,0.91,188.5,0.89,0.68,125.0,0.67,0.27,0.07,0.11,26.0,11.0,1760,1971,702,184,278,0.755
f3n1x,0.91,204.2,0.94,0.7,131.7,0.71,0.29,0.11,0.1,23.0,15.0,740,787,303,113,102,0.751
tupperware,0.91,185.0,0.88,0.69,122.1,0.64,0.32,0.07,0.09,24.0,13.0,1133,1289,561,129,153,0.732
DMT,0.91,193.8,0.89,0.63,127.0,0.66,0.19,0.1,0.13,25.0,13.0,859,963,249,126,169,0.744
Awkua,0.91,184.0,0.85,0.7,120.9,0.63,0.34,0.08,0.11,24.0,15.0,4079,4779,2228,528,681,0.735
Caz,0.91,190.8,0.89,0.71,125.4,0.64,0.33,0.09,0.1,21.0,15.0,1195,1347,609,160,179,0.721
HellFull,0.91,196.0,0.94,0.69,121.7,0.68,0.25,0.09,0.09,16.0,13.0,1546,1644,569,201,214,0.721
Eley,0.91,178.1,0.84,0.68,117.5,0.61,0.3,0.08,0.1,24.0,14.0,3049,3610,1487,386,486,0.719
theDoctorr,0.91,167.3,0.82,0.69,111.2,0.58,0.32,0.07,0.09,28.0,14.0,1820,2223,1011,213,252,0.713
crazyd33R,0.91,193.1,0.91,0.69,126.6,0.67,0.26,0.09,0.09,22.0,15.0,1995,2201,758,278,244,0.743
zharwow,0.91,186.8,0.88,0.68,119.9,0.65,0.34,0.07,0.08,24.0,13.0,1455,1649,753,166,187,0.736
Nartzie,0.91,192.9,0.9,0.69,126.1,0.66,0.29,0.06,0.06,20.0,10.0,1133,1259,508,97,111,0.73
alyaL,0.91,204.1,0.92,0.68,135.7,0.7,0.22,0.09,0.11,23.0,14.0,1681,1830,538,218,274,0.758
TheAuri,0.91,180.7,0.81,0.68,119.3,0.6,0.3,0.09,0.11,27.0,15.0,850,1052,417,130,160,0.748
Mel,0.91,179.3,0.88,0.71,117.1,0.64,0.29,0.08,0.08,26.0,8.0,805,910,362,97,106,0.722
Razvy,0.91,178.4,0.86,0.69,122.1,0.64,0.25,0.07,0.09,28.0,6.0,674,786,269,71,90,0.744
Allen,0.91,167.2,0.86,0.72,111.1,0.58,0.33,0.07,0.08,20.0,17.0,862,1004,493,104,116,0.675
Kongi,0.91,190.4,0.91,0.64,126.2,0.67,0.21,0.09,0.11,29.0,13.0,943,1034,297,132,148,0.737
Mowff,0.91,179.4,0.84,0.7,120.8,0.6,0.33,0.06,0.07,19.0,12.0,1021,1219,551,100,122,0.722
k0mpa,0.91,190.0,0.87,0.7,122.6,0.67,0.35,0.07,0.1,26.0,16.0,1076,1236,553,111,162,0.772
Ellie,0.91,201.2,0.89,0.67,132.3,0.68,0.29,0.09,0.11,27.0,11.0,1130,1270,483,153,183,0.761
plat1num,0.91,190.3,0.89,0.68,126.8,0.65,0.29,0.06,0.09,23.0,15.0,1530,1719,673,149,216,0.728
Bear,0.91,170.8,0.83,0.7,112.1,0.6,0.4,0.05,0.07,33.0,15.0,949,1139,627,77,107,0.719
athxna,0.91,184.8,0.92,0.69,121.9,0.66,0.29,0.08,0.1,28.0,13.0,2491,2719,1084,295,378,0.724
Jiex,0.91,189.6,0.89,0.7,125.5,0.67,0.33,0.08,0.09,27.0,10.0,1323,1494,650,160,180,0.755
drago,0.91,185.0,0.9,0.7,118.4,0.65,0.28,0.08,0.08,20.0,10.0,1298,1441,560,159,151,0.723
Tommy,0.91,181.5,0.85,0.7,120.4,0.63,0.34,0.05,0.06,27.0,12.0,1348,1586,731,99,133,0.742
amnesia,0.91,181.2,0.91,0.68,118.1,0.64,0.2,0.07,0.09,19.0,16.0,1246,1362,394,129,175,0.702
RiseN,0.91,196.7,0.88,0.68,129.4,0.67,0.24,0.12,0.11,26.0,10.0,984,1114,360,173,167,0.757
HOOLiGN,0.91,196.5,0.89,0.66,128.6,0.67,0.23,0.1,0.09,24.0,10.0,1522,1709,514,225,216,0.751
tryst,0.91,190.2,0.87,0.7,122.4,0.65,0.29,0.09,0.08,22.0,13.0,1043,1194,468,142,122,0.749
Reformed,0.91,191.1,0.88,0.7,127.0,0.66,0.28,0.07,0.09,21.0,13.0,2771,3156,1185,314,368,0.748
Stealthy,0.91,192.6,0.94,0.65,122.2,0.69,0.16,0.15,0.12,23.0,11.0,1236,1319,283,262,216,0.732
Felix,0.91,174.7,0.85,0.71,116.2,0.6,0.29,0.05,0.08,21.0,11.0,1092,1287,532,98,144,0.711
Huston,0.91,186.9,0.85,0.67,125.6,0.62,0.27,0.1,0.13,19.0,10.0,1131,1338,486,174,242,0.736
Kepraj,0.91,179.1,0.87,0.69,117.1,0.62,0.3,0.05,0.05,18.0,11.0,774,888,375,65,66,0.713
SkaNoodles,0.91,167.7,0.83,0.7,109.0,0.58,0.33,0.05,0.06,24.0,12.0,792,958,458,67,79,0.698
MOCKING,0.91,187.5,0.89,0.69,124.1,0.65,0.29,0.08,0.1,25.0,12.0,5059,5693,2282,641,773,0.73
icee,0.91,192.5,0.86,0.65,129.3,0.66,0.32,0.09,0.11,24.0,16.0,826,962,408,111,133,0.763
Raina,0.91,183.8,0.86,0.71,118.6,0.63,0.35,0.08,0.1,21.0,14.0,1732,2009,947,225,261,0.736
Jupi,0.91,183.3,0.89,0.68,123.0,0.63,0.25,0.08,0.11,15.0,11.0,765,855,304,91,136,0.707
chase,0.91,192.3,0.94,0.68,128.1,0.66,0.23,0.11,0.12,24.0,15.0,2157,2302,754,361,375,0.707
Leon,0.91,173.3,0.85,0.69,114.5,0.61,0.28,0.08,0.1,24.0,15.0,1267,1499,588,174,200,0.719
bearkun,0.91,181.0,0.89,0.69,117.5,0.63,0.26,0.09,0.1,18.0,15.0,2646,2989,1095,366,404,0.715
ARIANARCHIST,0.91,202.5,0.92,0.68,133.9,0.7,0.26,0.13,0.14,18.0,18.0,1607,1739,586,301,312,0.759
Ko0,0.91,189.6,0.87,0.68,121.7,0.65,0.35,0.08,0.1,27.0,17.0,788,909,417,98,121,0.753
Rustun,0.91,186.5,0.88,0.68,124.9,0.64,0.22,0.09,0.1,24.0,14.0,3938,4460,1356,542,624,0.724
Tooug,0.91,185.0,0.86,0.69,120.3,0.65,0.33,0.08,0.1,35.0,12.0,953,1102,483,113,143,0.75
teach,0.91,190.6,0.89,0.69,123.3,0.67,0.38,0.07,0.08,27.0,10.0,767,859,438,76,87,0.755
M4CHINA,0.91,199.9,0.96,0.66,130.0,0.7,0.25,0.11,0.13,27.0,13.0,2394,2495,853,381,437,0.726
Nhatthong2k,0.91,211.8,0.91,0.67,140.1,0.72,0.23,0.16,0.15,21.0,10.0,1536,1680,483,336,324,0.787
puggy,0.91,184.0,0.83,0.7,125.4,0.61,0.34,0.07,0.08,24.0,11.0,734,885,409,88,92,0.731
vilczek,0.91,177.6,0.83,0.72,115.4,0.59,0.34,0.07,0.09,23.0,12.0,2248,2712,1288,277,335,0.714
Gray,0.91,179.0,0.87,0.68,117.6,0.61,0.3,0.07,0.09,22.0,14.0,1186,1359,580,137,165,0.695
Thigwrb,0.91,198.2,0.89,0.67,133.9,0.68,0.23,0.13,0.15,23.0,10.0,1054,1181,362,207,237,0.761
flammable,0.91,170.8,0.83,0.71,109.6,0.59,0.31,0.05,0.08,19.0,14.0,970,1164,515,83,132,0.708
sharyk,0.91,189.5,0.89,0.67,124.2,0.64,0.2,0.09,0.1,21.0,14.0,1619,1821,506,214,252,0.725
Serena,0.91,177.2,0.86,0.7,117.7,0.62,0.32,0.07,0.07,33.0,14.0,785,917,403,90,94,0.727
zolters,0.91,176.0,0.87,0.68,115.5,0.62,0.32,0.06,0.09,19.0,17.0,1176,1354,617,109,164,0.712
Hyperzxz,0.91,207.3,0.89,0.66,133.8,0.7,0.23,0.11,0.13,22.0,11.0,1550,1736,502,249,285,0.784
b0i,0.91,180.7,0.89,0.7,118.2,0.63,0.3,0.07,0.09,22.0,12.0,2798,3140,1353,328,423,0.702
Tiraye,0.91,179.6,0.9,0.72,115.7,0.64,0.32,0.05,0.07,24.0,16.0,1049,1167,515,86,122,0.717
b2kk,0.91,182.4,0.87,0.69,119.3,0.65,0.27,0.08,0.09,33.0,10.0,1271,1454,520,155,173,0.745
Toronto,0.9,201.0,0.94,0.67,126.1,0.7,0.19,0.12,0.13,23.0,15.0,2200,2341,594,386,384,0.743
Fung3,0.9,174.6,0.86,0.69,115.6,0.62,0.25,0.08,0.1,27.0,22.0,887,1033,355,108,137,0.726
evv,0.9,187.8,0.87,0.69,123.1,0.66,0.29,0.1,0.12,29.0,14.0,1046,1205,467,162,196,0.758
kimmy,0.9,178.1,0.86,0.7,117.8,0.64,0.33,0.08,0.08,32.0,10.0,828,959,430,98,104,0.738
natz,0.9,195.0,0.93,0.67,124.9,0.69,0.21,0.12,0.13,24.0,14.0,2785,2989,834,484,514,0.735
Aryu,0.9,169.1,0.85,0.69,114.9,0.59,0.31,0.05,0.07,25.0,14.0,1800,2109,937,138,224,0.69
froz,0.9,201.3,0.94,0.68,134.5,0.7,0.19,0.09,0.09,26.0,13.0,830,883,220,103,109,0.749
Chrysania,0.9,187.2,0.85,0.69,123.7,0.65,0.32,0.1,0.13,23.0,16.0,1679,1966,829,272,333,0.755
YOKY,0.9,173.2,0.85,0.73,111.1,0.61,0.39,0.07,0.09,31.0,11.0,865,1018,546,100,128,0.718
Bia,0.9,176.1,0.84,0.68,115.8,0.6,0.33,0.06,0.07,21.0,11.0,941,1123,523,101,109,0.718
Jet,0.9,195.3,0.87,0.68,123.1,0.69,0.16,0.12,0.14,20.0,7.0,864,993,197,149,170,0.787
Pjotr,0.9,193.3,0.89,0.68,125.0,0.67,0.26,0.12,0.12,23.0,12.0,1325,1496,511,234,242,0.757
Thom,0.9,188.9,0.88,0.7,123.5,0.67,0.3,0.08,0.11,33.0,11.0,1159,1319,527,139,187,0.758
Morgausse,0.9,188.8,0.86,0.66,125.6,0.65,0.28,0.09,0.1,19.0,11.0,1838,2143,786,247,275,0.761
rin,0.9,172.6,0.86,0.7,112.6,0.61,0.36,0.06,0.09,22.0,17.0,1465,1695,853,103,142,0.71
NLaaeR,0.9,181.2,0.88,0.69,117.0,0.63,0.22,0.07,0.08,23.0,13.0,1317,1499,462,144,165,0.718
z7eus,0.9,188.7,0.88,0.68,125.0,0.66,0.27,0.1,0.12,27.0,11.0,1075,1222,446,156,194,0.752
Zero1,0.9,173.4,0.85,0.68,123.8,0.61,0.38,0.05,0.07,28.0,18.0,976,1143,609,46,59,0.71
Logistaa,0.9,187.4,0.91,0.66,124.5,0.65,0.23,0.06,0.08,24.0,10.0,1613,1782,559,156,194,0.719
olzerr,0.9,174.3,0.85,0.67,108.2,0.61,0.29,0.06,0.1,25.0,17.0,923,1087,440,86,145,0.723
Kixer,0.9,186.2,0.82,0.72,122.1,0.64,0.41,0.1,0.13,22.0,13.0,845,1026,544,139,166,0.774
FOX,0.9,180.3,0.83,0.68,120.2,0.62,0.34,0.06,0.07,24.0,11.0,1487,1786,817,144,171,0.739
psalm,0.9,193.3,0.91,0.7,125.9,0.66,0.27,0.08,0.1,25.0,14.0,2014,2206,820,247,269,0.718
Chibab,0.9,212.8,0.93,0.67,132.6,0.73,0.19,0.17,0.19,19.0,10.0,1373,1476,356,318,350,0.782
ExciteMVP,0.9,184.6,0.82,0.67,123.7,0.62,0.29,0.06,0.06,27.0,14.0,1089,1321,503,102,109,0.752
gosaydam,0.9,194.4,0.9,0.66,125.6,0.67,0.2,0.14,0.14,21.0,13.0,996,1101,299,206,214,0.743
Spiky,0.9,180.7,0.84,0.71,119.0,0.62,0.42,0.06,0.08,22.0,10.0,1546,1851,1047,144,189,0.744
sarah,0.9,196.8,0.92,0.67,129.4,0.69,0.18,0.14,0.16,26.0,19.0,921,997,237,190,209,0.747
Urango,0.9,195.8,0.86,0.68,126.0,0.69,0.35,0.1,0.12,26.0,22.0,1294,1511,663,181,227,0.804
alexRr,0.9,193.2,0.9,0.68,121.7,0.65,0.24,0.12,0.12,22.0,16.0,1005,1117,365,180,189,0.726
monk,0.9,187.8,0.9,0.69,122.6,0.65,0.29,0.08,0.09,23.0,16.0,1562,1729,693,154,172,0.724
BennY,0.9,195.6,0.89,0.67,127.3,0.67,0.25,0.11,0.15,25.0,14.0,2745,3099,1019,431,631,0.759
Potatoe,0.9,185.3,0.85,0.69,121.2,0.64,0.33,0.06,0.08,19.0,13.0,2116,2485,1086,209,278,0.748
Hasaa,0.9,180.8,0.88,0.68,119.2,0.64,0.23,0.06,0.08,27.0,13.0,1315,1496,485,128,156,0.724
Kay,0.9,193.4,0.95,0.65,129.9,0.69,0.15,0.1,0.13,29.0,16.0,1097,1159,242,166,204,0.733
bonkar,0.9,157.6,0.81,0.72,102.6,0.54,0.35,0.05,0.07,17.0,15.0,2639,3269,1748,245,311,0.663
B3AUTIFUL,0.9,200.6,0.87,0.69,134.4,0.67,0.26,0.08,0.12,12.0,11.0,836,959,326,103,149,0.772
hfmi0dzjc9z7,0.9,211.4,0.94,0.67,135.7,0.72,0.27,0.11,0.14,23.0,12.0,2158,2292,819,222,288,0.764
instinct,0.9,188.0,0.87,0.68,125.3,0.65,0.25,0.08,0.11,18.0,14.0,2004,2311,774,249,331,0.755
murizzz,0.9,200.8,0.94,0.68,128.3,0.7,0.25,0.12,0.13,23.0,13.0,2778,2957,982,463,524,0.741
xanarchy,0.9,178.1,0.86,0.68,118.4,0.64,0.28,0.08,0.09,34.0,14.0,1006,1176,436,129,136,0.745
Bully,0.9,180.2,0.91,0.66,123.5,0.64,0.17,0.07,0.09,27.0,15.0,1019,1124,265,106,141,0.702
kurtesy,0.9,169.3,0.8,0.7,115.6,0.57,0.31,0.05,0.07,24.0,9.0,630,787,341,54,83,0.708
LaAw,0.9,194.4,0.91,0.69,123.2,0.68,0.26,0.09,0.09,24.0,14.0,1120,1226,423,144,135,0.746
PoPiFresH,0.9,202.5,0.96,0.69,127.4,0.71,0.2,0.15,0.13,19.0,11.0,1797,1868,509,368,330,0.735
dawn7,0.9,181.3,0.88,0.67,121.7,0.63,0.28,0.06,0.08,25.0,13.0,945,1079,421,87,116,0.721
mermi,0.9,205.0,0.95,0.64,130.8,0.73,0.16,0.16,0.16,34.0,13.0,1189,1253,257,252,254,0.771
AAK,0.9,194.4,0.92,0.67,125.2,0.68,0.18,0.13,0.12,28.0,5.0,1162,1268,304,187,174,0.74
Dragy,0.9,201.2,0.86,0.67,135.9,0.69,0.25,0.13,0.12,23.0,13.0,1170,1354,422,222,209,0.797
Veroneze,0.9,194.4,0.94,0.64,125.6,0.69,0.17,0.12,0.12,27.0,16.0,1338,1430,333,238,238,0.741
rst,0.9,169.2,0.88,0.71,114.7,0.59,0.24,0.06,0.08,18.0,14.0,952,1084,379,93,118,0.672
iKoniK,0.9,205.4,0.9,0.65,134.3,0.7,0.23,0.12,0.15,17.0,12.0,2213,2461,745,384,468,0.773
Fragger,0.9,179.3,0.86,0.7,116.3,0.64,0.36,0.06,0.08,29.0,13.0,1031,1198,580,98,127,0.745
glovee,0.9,171.6,0.85,0.69,112.9,0.6,0.29,0.06,0.09,27.0,18.0,1765,2079,857,188,252,0.709
Nothin,0.9,188.4,0.88,0.68,125.1,0.66,0.29,0.06,0.09,28.0,10.0,761,868,331,68,102,0.756
Mast3r,0.9,180.9,0.87,0.67,121.1,0.63,0.25,0.06,0.06,25.0,13.0,1514,1744,594,145,136,0.724
MattZ,0.9,202.6,0.9,0.66,138.4,0.7,0.2,0.11,0.13,26.0,11.0,1937,2145,540,305,367,0.777
Zennakukin,0.9,180.0,0.86,0.67,121.6,0.62,0.26,0.08,0.1,25.0,18.0,810,939,343,106,124,0.72
Lateu,0.9,187.5,0.87,0.69,120.2,0.64,0.34,0.08,0.09,23.0,12.0,1383,1588,742,165,197,0.738
bazz,0.9,190.2,0.86,0.71,121.8,0.64,0.35,0.08,0.11,22.0,13.0,780,910,427,100,132,0.751
Abdur,0.9,173.2,0.86,0.68,114.1,0.61,0.27,0.05,0.07,29.0,12.0,1012,1176,446,87,121,0.714
lule,0.9,215.6,0.93,0.67,143.0,0.75,0.19,0.17,0.2,21.0,13.0,915,983,232,205,241,0.801
astr0,0.9,181.0,0.88,0.69,122.0,0.65,0.26,0.05,0.07,30.0,14.0,764,865,307,60,83,0.733
alvin,0.9,215.3,0.94,0.65,141.1,0.76,0.15,0.13,0.16,30.0,18.0,825,877,167,137,178,0.813
tdawgg,0.9,179.3,0.83,0.69,117.6,0.61,0.35,0.07,0.1,21.0,13.0,2176,2624,1260,261,348,0.733
khanartist,0.9,192.1,0.88,0.69,124.1,0.67,0.27,0.11,0.11,27.0,11.0,3508,3990,1401,560,597,0.758
Kasche1x,0.9,184.1,0.91,0.68,124.1,0.66,0.19,0.07,0.09,26.0,14.0,963,1054,276,108,127,0.72
refinnej,0.9,190.2,0.93,0.68,129.2,0.67,0.19,0.08,0.09,22.0,13.0,1079,1165,305,135,153,0.722
Crescent,0.9,199.7,0.93,0.66,130.3,0.71,0.15,0.15,0.14,22.0,12.0,1526,1636,331,324,308,0.76
JESMUND,0.9,184.9,0.9,0.68,122.4,0.64,0.25,0.08,0.11,25.0,13.0,2148,2388,838,263,357,0.709
pdr,0.9,180.3,0.87,0.67,116.2,0.63,0.27,0.07,0.09,27.0,12.0,1270,1466,554,140,191,0.725
korosu,0.9,214.9,0.95,0.65,140.3,0.76,0.15,0.19,0.19,32.0,11.0,986,1042,195,247,254,0.8
FrizzNatsz,0.9,198.3,0.95,0.69,129.5,0.68,0.29,0.09,0.1,26.0,15.0,1677,1760,711,230,247,0.713
ICEKING,0.9,177.3,0.86,0.71,119.0,0.62,0.35,0.07,0.1,22.0,14.0,1331,1548,754,119,173,0.722
Kuripuuya,0.9,191.5,0.85,0.67,126.9,0.66,0.3,0.12,0.15,24.0,18.0,956,1121,431,174,220,0.77
ALL3Y,0.9,201.1,0.97,0.64,135.3,0.73,0.15,0.13,0.15,35.0,15.0,842,872,175,144,175,0.761
lucas,0.9,191.1,0.88,0.68,124.7,0.66,0.31,0.07,0.1,25.0,13.0,2375,2709,1114,267,352,0.756
Chainyyy,0.9,181.5,0.86,0.68,118.0,0.6,0.3,0.07,0.11,18.0,15.0,1243,1446,611,136,219,0.703
EMUHLEET,0.9,167.2,0.81,0.7,110.4,0.57,0.41,0.05,0.08,20.0,15.0,1487,1846,1067,142,203,0.709
roseau,0.9,175.6,0.84,0.7,115.3,0.6,0.28,0.04,0.06,19.0,14.0,1030,1223,480,77,107,0.714
Lazee,0.9,187.2,0.88,0.68,122.7,0.65,0.29,0.08,0.1,23.0,16.0,2762,3152,1236,346,409,0.745
Mixmeha,0.9,170.5,0.82,0.68,106.3,0.58,0.41,0.06,0.07,25.0,14.0,593,722,414,59,69,0.706
Iroh,0.9,168.4,0.84,0.7,110.7,0.59,0.32,0.06,0.06,23.0,8.0,877,1042,477,91,95,0.702
k1zpawn,0.9,171.9,0.86,0.68,115.8,0.61,0.25,0.05,0.08,24.0,15.0,1593,1851,667,143,223,0.704
JUST_IN,0.9,198.0,0.93,0.67,131.1,0.69,0.25,0.09,0.11,25.0,13.0,1665,1800,602,216,262,0.744
lissa,0.9,181.5,0.87,0.67,120.9,0.63,0.26,0.09,0.11,32.0,14.0,1766,2039,734,248,306,0.728
KnightVoice,0.9,179.3,0.85,0.68,118.0,0.64,0.27,0.07,0.08,28.0,15.0,884,1036,372,102,108,0.746
Vorwenn,0.89,186.1,0.87,0.7,124.5,0.65,0.25,0.08,0.08,24.0,12.0,1015,1163,393,119,118,0.74
Dext,0.89,199.0,0.91,0.67,129.1,0.7,0.21,0.1,0.12,28.0,15.0,2155,2358,643,302,355,0.762
Anva,0.89,189.6,0.87,0.67,128.6,0.65,0.23,0.07,0.09,23.0,11.0,722,832,254,82,103,0.754
Kaminari,0.89,195.0,0.94,0.66,121.5,0.68,0.2,0.12,0.14,22.0,13.0,1293,1381,378,223,244,0.726
tinchoff,0.89,169.2,0.86,0.68,113.7,0.6,0.2,0.07,0.09,26.0,13.0,666,771,216,76,95,0.696
HANLING,0.89,191.5,0.86,0.67,126.9,0.65,0.29,0.07,0.1,28.0,11.0,696,808,311,80,109,0.752
nAny,0.89,183.4,0.84,0.69,121.7,0.62,0.31,0.06,0.08,21.0,15.0,831,988,418,81,110,0.741
leonzhet,0.89,176.2,0.83,0.7,115.0,0.62,0.33,0.06,0.08,22.0,15.0,1020,1226,544,107,133,0.744
Welshy,0.89,192.6,0.86,0.67,121.0,0.65,0.29,0.08,0.12,17.0,13.0,1353,1577,611,176,254,0.761
Poetite,0.89,172.1,0.82,0.68,116.6,0.59,0.29,0.07,0.08,25.0,20.0,969,1182,480,117,138,0.719
ChurmZ,0.89,177.9,0.82,0.68,117.2,0.61,0.28,0.08,0.1,20.0,14.0,4519,5501,2065,583,706,0.738
Ex6TenZ,0.89,174.0,0.85,0.69,109.5,0.6,0.28,0.06,0.09,24.0,9.0,825,970,390,82,107,0.704
FiNESSE,0.89,173.5,0.85,0.69,114.9,0.59,0.27,0.07,0.08,20.0,12.0,4454,5260,1996,504,591,0.699
NANZIN,0.89,185.7,0.9,0.68,123.9,0.63,0.25,0.08,0.09,31.0,14.0,908,1012,358,109,121,0.708
victoria,0.89,177.2,0.81,0.7,117.5,0.6,0.33,0.08,0.11,21.0,14.0,867,1072,486,117,159,0.738
fra,0.89,169.7,0.84,0.68,108.3,0.6,0.27,0.06,0.08,23.0,14.0,1787,2123,813,189,219,0.71
Maanish,0.89,191.2,0.87,0.66,122.0,0.66,0.24,0.12,0.14,22.0,9.0,980,1126,356,185,210,0.76
zekei,0.89,199.3,0.89,0.66,130.8,0.69,0.22,0.13,0.16,24.0,18.0,1886,2129,609,360,446,0.774
TiduS,0.89,187.2,0.89,0.69,125.2,0.66,0.23,0.08,0.09,27.0,13.0,1269,1421,443,148,173,0.739
LuciA,0.89,189.5,0.9,0.67,126.8,0.67,0.3,0.06,0.08,21.0,16.0,825,920,371,71,94,0.747
Iczy,0.89,159.8,0.81,0.7,105.3,0.58,0.38,0.03,0.08,24.0,13.0,720,889,478,36,95,0.713
ANGE1,0.89,192.1,0.87,0.68,122.4,0.65,0.27,0.13,0.14,30.0,17.0,4057,4676,1657,794,779,0.75
Carpe,0.89,169.4,0.82,0.71,109.0,0.59,0.4,0.06,0.08,25.0,15.0,771,946,527,76,107,0.722
marin,0.89,196.6,0.93,0.66,128.6,0.68,0.18,0.12,0.14,21.0,10.0,1017,1092,272,181,198,0.725
Altered,0.89,185.9,0.9,0.67,123.6,0.65,0.21,0.08,0.08,20.0,15.0,811,898,265,103,103,0.724
Rexgator,0.89,180.2,0.84,0.7,119.1,0.62,0.29,0.08,0.09,18.0,11.0,1924,2281,920,239,280,0.731
tricky,0.89,210.1,0.95,0.66,136.3,0.75,0.16,0.15,0.17,25.0,9.0,1152,1213,241,223,257,0.793
forgetw0w,0.89,187.2,0.88,0.68,123.2,0.65,0.23,0.07,0.1,22.0,10.0,1122,1275,404,127,168,0.739
Louda,0.89,200.5,0.9,0.64,128.9,0.69,0.15,0.14,0.15,26.0,10.0,757,843,165,148,159,0.772
Viva,0.89,199.5,1.04,0.71,114.9,0.7,0.23,0.04,0.05,25.0,18.0,917,883,306,12,15,0.673
Hermes,0.89,180.2,0.86,0.71,117.4,0.62,0.32,0.09,0.1,23.0,13.0,737,859,379,107,115,0.727
krytyq,0.89,167.7,0.87,0.68,108.8,0.6,0.27,0.05,0.08,26.0,15.0,1214,1401,536,94,156,0.695
HEMMORJAY,0.89,212.8,0.92,0.67,138.1,0.73,0.18,0.16,0.17,20.0,9.0,1707,1849,431,385,388,0.79
nizhaoTZH,0.89,180.1,0.9,0.7,117.9,0.64,0.3,0.07,0.07,29.0,18.0,1462,1618,690,81,86,0.711
Sparkle,0.89,215.9,0.98,0.63,135.5,0.75,0.16,0.14,0.16,25.0,13.0,768,785,165,138,163,0.769
Lemming,0.89,188.2,0.88,0.68,124.0,0.65,0.24,0.08,0.08,25.0,8.0,678,773,257,83,81,0.737
steph,0.89,187.9,0.89,0.67,129.6,0.67,0.2,0.09,0.1,29.0,13.0,1210,1366,360,155,174,0.756
mikigoalie,0.89,217.2,1.01,0.64,136.6,0.76,0.2,0.14,0.13,19.0,10.0,943,931,250,177,163,0.747
Rabbet,0.89,177.6,0.83,0.71,117.2,0.6,0.33,0.07,0.08,23.0,15.0,940,1138,514,103,132,0.727
Menace,0.89,200.5,0.88,0.66,125.3,0.68,0.21,0.16,0.18,12.0,16.0,3453,3908,1061,798,899,0.766
shyz,0.89,183.4,0.84,0.68,123.8,0.63,0.26,0.1,0.13,19.0,11.0,1101,1310,458,174,229,0.753
royal,0.89,179.4,0.83,0.69,119.4,0.62,0.32,0.07,0.08,30.0,12.0,2516,3023,1305,275,335,0.739
Vbbooy,0.89,198.9,0.84,0.68,131.4,0.66,0.29,0.11,0.14,21.0,12.0,800,950,347,129,170,0.784
LowaN,0.89,192.9,0.88,0.67,123.3,0.67,0.18,0.08,0.1,25.0,10.0,846,960,226,104,127,0.757
Marzil,0.89,195.4,0.9,0.66,129.2,0.67,0.2,0.12,0.14,25.0,13.0,2686,2985,784,475,562,0.746
Tak1,0.89,177.2,0.83,0.7,117.7,0.61,0.38,0.06,0.08,19.0,12.0,1290,1546,806,131,177,0.731
BADlove,0.89,195.8,0.92,0.66,127.8,0.7,0.19,0.11,0.12,31.0,13.0,2274,2481,628,353,377,0.763
1TaPGoD,0.89,203.6,0.91,0.66,134.4,0.71,0.2,0.15,0.16,27.0,13.0,2087,2300,582,437,472,0.782
Moechilla,0.89,175.7,0.85,0.68,115.7,0.6,0.3,0.07,0.08,24.0,10.0,2041,2412,1013,230,273,0.714
mishu,0.89,193.8,0.88,0.69,130.6,0.66,0.27,0.08,0.1,26.0,16.0,1231,1406,505,151,191,0.755
Daniel0,0.89,193.0,0.88,0.64,124.6,0.67,0.2,0.14,0.14,27.0,8.0,758,863,231,153,163,0.765
Fat Penguin,0.89,177.3,0.9,0.71,111.8,0.63,0.23,0.07,0.1,19.0,16.0,1149,1274,426,129,178,0.702
pr0xy,0.89,181.9,0.86,0.63,122.5,0.64,0.21,0.09,0.1,30.0,13.0,946,1099,310,133,154,0.743
luk,0.89,159.5,0.81,0.71,104.3,0.56,0.36,0.05,0.07,20.0,13.0,1370,1687,878,125,160,0.688
caders,0.89,180.0,0.86,0.7,118.4,0.64,0.29,0.06,0.08,28.0,15.0,1461,1701,654,138,182,0.75
Zebroe,0.89,189.7,0.91,0.66,126.9,0.67,0.22,0.1,0.1,25.0,11.0,707,774,231,104,104,0.735
Hira,0.89,195.2,0.91,0.66,128.6,0.69,0.17,0.15,0.16,19.0,13.0,1427,1573,353,318,332,0.76
