Player,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,K,D,A,FK,FD,DPR
flowerful,1.02,205.1,1.08,0.71,137.0,0.73,0.16,0.09,0.08,23.0,14.0,4195,3877,934,503,434,0.674
jawgemo,1.02,220.7,1.0,0.7,142.2,0.75,0.27,0.13,0.14,20.0,18.0,3737,3737,1349,640,673,0.75
allow,1.02,231.5,1.11,0.71,146.6,0.81,0.18,0.17,0.14,23.0,13.0,2470,2228,565,515,420,0.729
TTyke,1.02,235.0,1.07,0.68,151.6,0.82,0.16,0.17,0.15,28.0,14.0,2472,2303,487,522,452,0.76
Drone,1.02,204.0,1.04,0.72,132.3,0.72,0.3,0.08,0.08,33.0,18.0,4976,4773,2082,575,561,0.686
skillZ,1.02,204.1,1.05,0.71,130.3,0.72,0.25,0.08,0.09,23.0,14.0,3827,3659,1343,403,463,0.689
Meddo,1.02,192.4,1.12,0.74,126.4,0.7,0.2,0.06,0.05,25.0,17.0,4390,3918,1226,377,297,0.629
Vince,1.02,187.2,0.97,0.72,119.3,0.64,0.36,0.06,0.06,21.0,18.0,1457,1501,819,136,129,0.663
gtn,1.02,204.4,1.02,0.73,131.0,0.7,0.3,0.1,0.1,21.0,19.0,2328,2293,995,319,317,0.686
luqz,1.02,200.2,0.99,0.72,134.3,0.69,0.26,0.07,0.07,29.0,15.0,1145,1156,442,120,124,0.693
Lear,1.02,194.9,0.99,0.73,129.8,0.67,0.32,0.07,0.08,22.0,14.0,4383,4430,2110,481,524,0.682
skyelyse,1.02,216.3,1.05,0.72,145.0,0.75,0.23,0.11,0.1,20.0,12.0,855,815,260,127,117,0.711
xms,1.02,199.1,1.07,0.72,131.8,0.72,0.22,0.08,0.07,30.0,15.0,1682,1578,505,187,173,0.677
adverso,1.02,205.0,1.0,0.72,132.1,0.7,0.32,0.09,0.09,24.0,16.0,2515,2513,1170,323,338,0.695
LOB,1.02,190.6,1.03,0.73,127.3,0.67,0.3,0.04,0.05,26.0,16.0,714,696,314,42,53,0.655
memset,1.02,214.7,1.13,0.7,142.2,0.77,0.17,0.1,0.09,31.0,15.0,1618,1428,366,212,195,0.675
kyrrz,1.02,201.8,1.03,0.71,128.3,0.7,0.25,0.12,0.11,25.0,17.0,1784,1739,626,312,282,0.687
benjii,1.02,189.1,1.02,0.71,126.2,0.68,0.21,0.08,0.08,21.0,14.0,3080,3014,942,352,348,0.662
Pain,1.02,228.5,1.07,0.7,150.4,0.8,0.16,0.17,0.16,29.0,14.0,1609,1498,330,346,327,0.748
MAGNUM,1.02,209.3,1.04,0.72,133.8,0.72,0.24,0.11,0.11,25.0,19.0,3281,3165,1082,488,500,0.696
JessieVash,1.02,192.8,0.98,0.73,130.2,0.65,0.34,0.07,0.06,24.0,13.0,3181,3254,1692,321,299,0.662
BEAST,1.02,199.1,1.01,0.72,127.1,0.68,0.34,0.07,0.06,19.0,14.0,1640,1617,806,163,156,0.673
jas,1.02,228.4,1.03,0.69,149.9,0.77,0.23,0.15,0.15,26.0,17.0,2673,2605,789,520,501,0.754
guuih,1.02,191.8,1.03,0.71,130.9,0.68,0.21,0.07,0.07,25.0,12.0,1676,1632,508,171,172,0.659
Temperature,1.02,212.6,1.01,0.71,142.0,0.73,0.33,0.08,0.08,27.0,13.0,3971,3936,1766,455,447,0.725
Leozin,1.02,226.1,1.06,0.69,148.1,0.78,0.22,0.14,0.15,26.0,23.0,1562,1480,437,285,299,0.744
nillyaz,1.02,201.7,1.01,0.72,132.5,0.71,0.27,0.09,0.09,27.0,12.0,4424,4376,1723,535,541,0.698
Vera,1.02,238.6,1.06,0.7,156.1,0.82,0.21,0.18,0.15,23.0,16.0,2098,1987,543,473,394,0.776
dgzin,1.02,231.5,1.1,0.7,141.2,0.82,0.14,0.21,0.16,28.0,20.0,2138,1945,374,539,421,0.746
vaiZ,1.02,200.4,1.0,0.72,130.4,0.7,0.3,0.09,0.08,22.0,15.0,1050,1047,447,134,128,0.693
Cud,1.02,211.3,1.07,0.68,138.5,0.76,0.18,0.1,0.11,27.0,14.0,1338,1253,313,178,189,0.715
michey,1.02,219.2,1.06,0.7,145.1,0.77,0.16,0.16,0.14,23.0,14.0,1361,1283,285,275,249,0.727
RedKoh,1.02,206.0,1.03,0.71,131.1,0.72,0.25,0.1,0.1,20.0,18.0,2479,2402,853,336,356,0.697
mikeE,1.02,208.8,1.0,0.72,139.4,0.73,0.27,0.1,0.1,30.0,14.0,1747,1753,649,252,244,0.728
Tr1cks,1.02,209.9,1.0,0.7,136.3,0.71,0.32,0.09,0.1,22.0,16.0,902,904,401,120,132,0.712
Filu,1.02,226.4,1.06,0.69,145.5,0.79,0.21,0.17,0.15,27.0,17.0,2462,2331,671,519,454,0.745
L1NK,1.02,189.2,1.04,0.73,122.0,0.68,0.27,0.07,0.06,30.0,14.0,3763,3601,1510,381,336,0.65
SwayZ,1.02,211.0,1.1,0.7,139.6,0.77,0.15,0.13,0.12,27.0,13.0,2334,2126,463,390,351,0.705
Shniider,1.02,200.3,1.01,0.72,131.5,0.71,0.29,0.09,0.09,34.0,17.0,2835,2800,1172,368,376,0.703
spasz,1.02,191.0,1.0,0.73,126.1,0.66,0.32,0.07,0.06,29.0,11.0,941,942,450,95,84,0.664
sickrey,1.02,189.6,0.98,0.71,126.6,0.66,0.33,0.05,0.05,24.0,12.0,1762,1805,880,123,125,0.679
Dep,1.02,227.5,1.1,0.69,141.0,0.8,0.2,0.13,0.12,24.0,14.0,2936,2659,744,466,413,0.728
skrawl,1.02,197.4,0.98,0.71,130.5,0.67,0.29,0.07,0.07,26.0,11.0,2349,2398,1041,244,239,0.68
azury,1.02,200.4,1.07,0.7,130.4,0.73,0.22,0.07,0.09,27.0,16.0,1866,1739,552,185,219,0.679
Pa1nt,1.02,233.2,1.04,0.7,151.8,0.8,0.21,0.18,0.19,24.0,14.0,2446,2344,643,542,568,0.771
Korsonix,1.02,198.2,1.04,0.71,131.4,0.7,0.24,0.07,0.07,23.0,17.0,3062,2947,1036,285,309,0.673
Kozok,1.02,203.3,1.0,0.72,133.1,0.71,0.36,0.07,0.07,22.0,13.0,974,977,494,93,92,0.715
MaiShiu,1.02,192.6,0.98,0.73,129.4,0.66,0.37,0.07,0.07,26.0,15.0,1218,1247,683,129,120,0.677
ec1s,1.02,185.5,0.94,0.74,120.4,0.64,0.36,0.07,0.09,23.0,13.0,2390,2554,1343,268,315,0.68
Instxnct,1.02,216.0,1.01,0.71,139.5,0.75,0.32,0.13,0.14,26.0,14.0,1367,1355,588,245,257,0.74
Glance,1.02,181.9,0.99,0.76,117.6,0.65,0.36,0.06,0.05,23.0,15.0,2415,2443,1359,214,203,0.654
hype,1.02,202.3,1.01,0.71,134.3,0.71,0.24,0.09,0.09,24.0,16.0,3130,3085,1054,388,398,0.697
xenom,1.02,220.7,1.1,0.68,142.7,0.79,0.13,0.18,0.14,26.0,14.0,1369,1248,229,316,241,0.716
Marti,1.02,225.1,1.01,0.69,145.6,0.78,0.3,0.14,0.18,25.0,13.0,910,897,349,169,205,0.767
daps,1.02,186.0,0.98,0.72,123.2,0.65,0.3,0.06,0.09,18.0,16.0,1239,1260,572,116,170,0.658
fooX,1.02,194.7,1.0,0.71,124.1,0.67,0.33,0.08,0.09,22.0,17.0,1346,1341,660,166,185,0.67
renz,1.02,197.4,1.01,0.72,131.4,0.7,0.3,0.07,0.07,26.0,14.0,4810,4739,2040,509,474,0.686
Melser,1.02,188.5,1.0,0.73,122.5,0.66,0.31,0.08,0.07,27.0,14.0,2601,2609,1224,302,278,0.664
cavern,1.02,211.3,0.96,0.72,141.7,0.7,0.39,0.07,0.08,22.0,12.0,1803,1871,1002,183,215,0.731
tech,1.02,237.0,1.02,0.71,154.6,0.81,0.2,0.18,0.15,25.0,7.0,1944,1904,491,429,368,0.791
szimpli,1.02,237.4,1.07,0.7,153.6,0.83,0.17,0.16,0.15,25.0,12.0,2312,2153,484,450,408,0.776
Boo,1.02,188.6,0.99,0.72,123.7,0.67,0.3,0.08,0.08,29.0,16.0,3070,3097,1387,376,365,0.678
Lightningfast,1.02,211.7,1.07,0.7,138.0,0.75,0.25,0.1,0.1,29.0,16.0,3783,3551,1272,509,512,0.702
coldfish,1.02,207.4,1.03,0.73,135.0,0.71,0.29,0.07,0.06,19.0,13.0,1580,1530,646,158,124,0.688
Dutti,1.02,224.7,1.03,0.68,145.8,0.77,0.23,0.13,0.12,26.0,12.0,1318,1276,397,220,209,0.744
k1ngkappa,1.02,239.7,1.05,0.68,156.2,0.81,0.17,0.19,0.18,24.0,18.0,878,839,188,208,198,0.775
geeza,1.01,200.1,1.01,0.71,132.7,0.71,0.23,0.09,0.08,31.0,17.0,4111,4088,1347,505,468,0.705
Kiles,1.01,191.6,1.01,0.71,124.6,0.68,0.22,0.08,0.08,30.0,14.0,3594,3557,1184,422,418,0.674
bucher,1.01,197.2,1.07,0.71,131.6,0.71,0.2,0.06,0.05,33.0,12.0,1141,1070,314,99,82,0.67
Thykuza,1.01,232.0,1.02,0.69,151.0,0.8,0.26,0.17,0.16,21.0,16.0,1248,1228,403,266,250,0.784
panday,1.01,205.2,1.03,0.72,134.1,0.73,0.27,0.09,0.08,28.0,16.0,2139,2081,783,253,223,0.708
Yacine,1.01,238.3,0.99,0.7,151.2,0.77,0.25,0.19,0.18,20.0,14.0,3216,3235,1041,793,701,0.775
Near,1.01,203.4,1.0,0.72,133.1,0.71,0.29,0.06,0.07,26.0,13.0,1262,1259,526,115,125,0.705
W4nteD,1.01,187.7,0.97,0.72,122.6,0.68,0.34,0.07,0.06,30.0,17.0,1001,1029,507,100,94,0.696
Sylvan,1.01,198.7,0.98,0.72,129.2,0.7,0.3,0.08,0.08,25.0,15.0,1713,1749,726,178,173,0.715
RECIDENT,1.01,192.9,0.99,0.71,128.6,0.68,0.29,0.07,0.07,32.0,12.0,2505,2522,1064,255,249,0.686
AslaN,1.01,212.4,1.06,0.69,136.1,0.74,0.25,0.12,0.11,25.0,16.0,2743,2585,930,440,406,0.701
woddy,1.01,190.3,0.98,0.73,125.9,0.67,0.33,0.06,0.06,32.0,10.0,911,934,455,80,88,0.685
aika,1.01,211.5,1.02,0.71,136.9,0.74,0.25,0.12,0.13,23.0,13.0,1715,1675,573,269,308,0.725
ChAlalala,1.01,181.1,1.02,0.75,117.7,0.66,0.22,0.05,0.06,20.0,16.0,3402,3345,1156,281,296,0.646
kENZ,1.01,200.1,0.99,0.69,131.2,0.7,0.26,0.07,0.07,26.0,16.0,957,971,358,91,90,0.711
Lin,1.01,216.9,1.06,0.68,137.4,0.76,0.18,0.15,0.12,18.0,12.0,5103,4833,1205,1008,806,0.72
rhyme,1.01,209.4,1.01,0.71,136.8,0.72,0.26,0.12,0.12,30.0,14.0,3971,3943,1455,679,585,0.713
jzz,1.01,225.4,1.03,0.7,143.8,0.78,0.22,0.17,0.14,27.0,13.0,1394,1352,397,301,254,0.754
randyySAVAGE,1.01,204.6,1.0,0.69,135.7,0.71,0.2,0.11,0.1,27.0,15.0,5796,5805,1655,872,835,0.712
Optimist,1.01,198.7,0.98,0.7,132.3,0.68,0.23,0.08,0.09,23.0,13.0,1595,1630,550,183,213,0.694
dip,1.01,201.1,1.0,0.72,131.5,0.69,0.31,0.1,0.1,21.0,13.0,4651,4660,2043,637,651,0.696
frutta,1.01,214.3,1.01,0.68,145.2,0.74,0.24,0.07,0.06,26.0,15.0,768,758,246,74,58,0.732
Ritha,1.01,195.9,0.97,0.73,132.4,0.67,0.32,0.09,0.09,23.0,14.0,1925,1986,913,249,242,0.694
Feez,1.01,192.4,1.0,0.72,125.8,0.67,0.27,0.05,0.05,16.0,11.0,888,890,355,73,63,0.669
PureR,1.01,218.6,1.07,0.71,138.6,0.78,0.19,0.15,0.13,24.0,19.0,5658,5307,1371,1096,981,0.728
BeYN,1.01,219.0,1.06,0.73,140.8,0.77,0.24,0.13,0.12,21.0,17.0,873,826,269,149,129,0.73
Ciko,1.01,196.7,0.99,0.71,128.2,0.69,0.32,0.06,0.06,20.0,15.0,1572,1581,738,148,147,0.69
nerve,1.01,195.1,0.97,0.72,127.6,0.68,0.37,0.07,0.08,25.0,16.0,6125,6285,3336,609,689,0.697
wackie,1.01,219.1,1.05,0.7,140.1,0.76,0.22,0.14,0.15,23.0,12.0,1909,1825,552,345,368,0.726
Babax,1.01,198.1,0.98,0.71,133.9,0.7,0.32,0.07,0.08,27.0,18.0,820,836,374,85,89,0.715
Fatmarino,1.01,198.0,1.0,0.71,128.5,0.7,0.28,0.07,0.09,28.0,14.0,1133,1128,445,121,138,0.697
Shawn12590,1.01,215.3,1.05,0.73,137.3,0.75,0.32,0.09,0.1,22.0,17.0,4344,4155,1851,533,603,0.716
tuyz,1.01,196.8,0.99,0.73,126.1,0.69,0.29,0.12,0.1,25.0,12.0,2668,2687,1132,448,399,0.692
NcSlasher,1.01,192.5,0.97,0.74,123.6,0.67,0.34,0.09,0.08,23.0,18.0,3841,3940,1917,484,437,0.692
Yosemite,1.01,213.3,1.03,0.72,142.2,0.73,0.24,0.11,0.11,21.0,17.0,2724,2651,882,336,328,0.712
jfoeN,1.01,208.8,1.0,0.71,132.1,0.71,0.34,0.13,0.13,23.0,18.0,2169,2169,1028,394,405,0.708
krea6on,1.01,221.0,1.02,0.67,140.7,0.76,0.28,0.15,0.16,23.0,19.0,2599,2549,938,515,552,0.75
Defsta,1.01,200.9,0.98,0.69,133.6,0.68,0.31,0.07,0.09,24.0,18.0,740,753,341,75,93,0.692
Nex,1.01,215.4,1.01,0.69,137.1,0.75,0.19,0.17,0.14,25.0,13.0,946,937,245,209,175,0.743
bipo,1.01,201.5,0.99,0.72,129.6,0.72,0.25,0.14,0.14,30.0,17.0,1136,1146,400,218,215,0.729
raizen,1.01,225.6,1.01,0.66,145.5,0.74,0.26,0.12,0.13,19.0,14.0,799,788,279,128,137,0.732
adrnking,1.01,204.2,1.03,0.73,131.1,0.73,0.29,0.09,0.09,27.0,14.0,3440,3348,1372,424,404,0.706
FengF,1.01,218.4,1.02,0.69,142.1,0.74,0.22,0.1,0.1,25.0,20.0,1994,1957,593,190,186,0.729
VYX,1.01,194.7,1.01,0.73,130.3,0.69,0.32,0.06,0.07,28.0,11.0,1390,1371,643,126,135,0.683
LeviathanAG,1.01,196.3,0.96,0.7,128.4,0.65,0.34,0.1,0.1,23.0,17.0,4046,4194,2104,586,593,0.677
drn,1.01,186.3,0.96,0.73,121.1,0.64,0.38,0.06,0.08,20.0,16.0,2011,2095,1203,181,238,0.665
GunnyX,1.01,213.1,1.06,0.72,135.0,0.75,0.2,0.15,0.13,20.0,15.0,879,832,240,173,148,0.706
AnnieDro,1.01,191.6,0.96,0.71,131.3,0.63,0.33,0.06,0.06,19.0,12.0,1221,1272,627,117,121,0.659
crab1k,1.01,194.7,0.97,0.72,131.0,0.66,0.31,0.06,0.06,28.0,16.0,1213,1247,560,109,102,0.681
majusia,1.01,232.9,1.04,0.69,153.2,0.81,0.19,0.21,0.17,25.0,12.0,1010,970,240,256,209,0.78
stare,1.01,228.2,1.05,0.69,147.6,0.81,0.2,0.17,0.14,28.0,12.0,858,814,217,179,150,0.765
Patix,1.01,190.3,0.98,0.71,125.6,0.69,0.31,0.07,0.08,38.0,12.0,1519,1550,697,164,178,0.699
donQ,1.01,178.8,0.97,0.73,118.6,0.67,0.23,0.05,0.06,31.0,13.0,817,838,282,66,77,0.692
vicious,1.01,211.6,1.03,0.71,138.6,0.73,0.28,0.08,0.07,23.0,8.0,2500,2418,959,277,246,0.701
fletcher,1.01,191.0,1.01,0.74,125.1,0.68,0.33,0.07,0.06,30.0,13.0,3253,3228,1568,321,278,0.676
Vora,1.01,191.3,0.96,0.74,127.4,0.66,0.34,0.05,0.06,26.0,14.0,824,855,423,60,69,0.688
hiroronn,1.01,202.0,1.07,0.7,133.4,0.73,0.19,0.1,0.1,26.0,16.0,1253,1168,324,168,169,0.68
RetrQ,1.01,210.5,1.02,0.7,135.6,0.73,0.27,0.1,0.1,23.0,16.0,8028,7833,2975,1108,1088,0.715
fr1,1.01,228.3,1.04,0.7,151.8,0.8,0.19,0.14,0.13,31.0,15.0,1940,1861,452,340,316,0.763
Flaring,1.01,183.0,0.95,0.73,119.6,0.65,0.36,0.06,0.06,26.0,13.0,2047,2148,1154,184,199,0.677
pryze,1.01,192.4,0.97,0.71,126.8,0.68,0.25,0.07,0.07,23.0,16.0,1615,1662,603,165,163,0.696
d1srupt,1.01,213.9,1.05,0.7,140.9,0.76,0.26,0.11,0.11,26.0,14.0,1542,1462,528,226,222,0.721
ZachaREEE,1.01,185.8,0.96,0.72,121.4,0.65,0.31,0.07,0.07,23.0,14.0,4265,4434,2041,464,475,0.673
jduh,1.01,198.3,1.0,0.71,130.6,0.7,0.34,0.09,0.07,26.0,16.0,1661,1667,821,204,175,0.699
shonk,1.01,198.2,1.0,0.72,128.9,0.7,0.33,0.08,0.08,33.0,15.0,4848,4849,2249,580,583,0.703
Kehmicals,1.01,223.2,1.08,0.7,140.6,0.77,0.21,0.15,0.14,18.0,13.0,2669,2466,714,532,465,0.713
KHaaLiD,1.01,195.4,0.98,0.71,128.2,0.68,0.34,0.09,0.1,29.0,16.0,2547,2610,1273,323,383,0.697
avery,1.01,193.0,0.99,0.72,128.5,0.68,0.32,0.08,0.08,24.0,18.0,1602,1626,750,184,182,0.685
stellar,1.01,188.4,0.99,0.72,125.0,0.66,0.27,0.06,0.07,20.0,13.0,4678,4727,1897,451,500,0.67
maniek,1.01,225.0,1.02,0.69,146.9,0.77,0.22,0.14,0.16,25.0,18.0,3276,3217,916,608,663,0.759
Precision,1.01,182.8,0.96,0.73,118.9,0.64,0.38,0.07,0.09,24.0,14.0,4562,4773,2734,490,640,0.668
ban,1.01,213.8,1.04,0.7,135.7,0.76,0.23,0.14,0.12,26.0,14.0,4821,4648,1458,912,768,0.729
THEELOVEFAMILY,1.01,199.9,1.07,0.73,129.0,0.72,0.22,0.09,0.08,24.0,13.0,3095,2894,932,396,343,0.67
curry,1.01,204.6,1.01,0.72,132.2,0.71,0.29,0.1,0.11,24.0,14.0,3312,3284,1367,450,501,0.704
soze,1.01,197.7,1.01,0.71,131.2,0.69,0.2,0.09,0.08,28.0,12.0,945,936,268,126,104,0.683
xZe,1.01,204.6,1.01,0.71,134.3,0.73,0.3,0.09,0.1,40.0,14.0,1805,1796,728,228,246,0.729
Entri,1.01,214.0,1.07,0.69,137.5,0.77,0.17,0.13,0.12,22.0,11.0,2041,1901,441,350,332,0.715
Lee,1.01,225.5,1.07,0.72,141.7,0.78,0.21,0.14,0.13,19.0,10.0,1758,1640,480,317,282,0.727
DESTRUCT1VEE,1.01,202.7,0.99,0.71,131.5,0.71,0.34,0.11,0.1,28.0,16.0,1951,1978,932,290,274,0.719
margeaux,1.01,193.6,0.97,0.72,125.4,0.68,0.38,0.08,0.1,31.0,20.0,1136,1166,628,133,163,0.698
matheuzin,1.01,196.4,0.99,0.72,128.5,0.68,0.24,0.1,0.1,23.0,14.0,2509,2524,888,362,355,0.687
BRNWOWZK1,1.01,217.5,1.04,0.7,144.0,0.76,0.26,0.13,0.13,20.0,11.0,1348,1298,470,240,229,0.728
d1msumboi,1.0,186.8,0.99,0.71,126.3,0.66,0.21,0.08,0.08,30.0,15.0,5693,5768,1859,684,704,0.664
supamen,1.0,191.1,0.98,0.72,122.8,0.67,0.33,0.06,0.09,30.0,19.0,3363,3419,1630,317,410,0.683
FETA,1.0,233.9,1.04,0.7,153.2,0.81,0.2,0.18,0.19,29.0,15.0,951,915,238,212,226,0.779
ShadoW,1.0,183.9,1.01,0.75,117.5,0.66,0.35,0.06,0.06,23.0,15.0,3591,3553,1878,312,282,0.655
showliana,1.0,196.1,0.95,0.71,129.8,0.67,0.32,0.07,0.07,22.0,14.0,2045,2144,984,217,225,0.705
Burzzy,1.0,214.1,0.99,0.71,139.2,0.74,0.32,0.09,0.12,37.0,14.0,1779,1791,757,225,281,0.75
Riza,1.0,198.7,0.95,0.71,130.3,0.68,0.34,0.07,0.09,23.0,15.0,2282,2392,1135,251,300,0.713
TiGG,1.0,193.1,0.94,0.72,127.1,0.67,0.33,0.08,0.1,23.0,17.0,2982,3183,1467,359,427,0.714
dapr,1.0,196.6,1.02,0.71,125.9,0.69,0.28,0.08,0.08,19.0,15.0,5640,5541,2297,694,663,0.674
frostmind,1.0,186.9,1.03,0.73,123.6,0.67,0.21,0.06,0.06,31.0,15.0,3268,3175,1045,303,291,0.649
vice,1.0,190.4,1.0,0.71,127.5,0.67,0.28,0.07,0.07,22.0,14.0,2978,2980,1251,302,283,0.666
deLb,1.0,221.4,1.04,0.71,144.1,0.77,0.18,0.14,0.13,25.0,13.0,2596,2493,599,446,415,0.741
mikalulba,1.0,196.8,0.97,0.72,128.2,0.68,0.32,0.07,0.07,21.0,19.0,1820,1884,852,179,194,0.704
Scarlett,1.0,214.7,1.03,0.7,140.1,0.76,0.18,0.17,0.14,21.0,15.0,1015,987,235,234,185,0.735
duhT,1.0,194.4,0.97,0.71,126.4,0.68,0.26,0.11,0.11,24.0,12.0,1602,1655,611,260,254,0.699
kaboose,1.0,208.8,0.97,0.69,132.0,0.72,0.19,0.12,0.14,23.0,23.0,2037,2091,536,353,390,0.736
PureVNS,1.0,189.6,0.97,0.72,124.1,0.67,0.32,0.06,0.06,28.0,18.0,3546,3658,1693,310,332,0.69
tylerboy,1.0,223.4,1.04,0.71,147.2,0.78,0.19,0.13,0.13,24.0,13.0,1528,1472,364,259,255,0.752
BearZ,1.0,205.5,0.95,0.71,137.5,0.7,0.3,0.08,0.07,21.0,12.0,1439,1508,615,164,143,0.733
GLYPH,1.0,198.6,0.98,0.72,130.4,0.69,0.31,0.08,0.09,23.0,14.0,5391,5481,2411,624,672,0.705
CTC,1.0,203.1,1.02,0.71,132.6,0.71,0.3,0.11,0.1,20.0,18.0,2074,2033,876,311,288,0.692
Carcass,1.0,208.5,0.99,0.69,130.0,0.72,0.18,0.15,0.12,18.0,12.0,1523,1537,375,318,249,0.732
tankzor,1.0,202.2,1.03,0.68,134.1,0.71,0.21,0.08,0.1,34.0,15.0,1096,1059,328,130,159,0.686
JSUNG,1.0,199.9,0.99,0.72,134.6,0.71,0.3,0.08,0.08,32.0,13.0,4462,4516,1895,520,478,0.716
farewell,1.0,220.5,0.99,0.69,147.8,0.76,0.23,0.1,0.1,28.0,11.0,1536,1556,463,208,201,0.771
juseu,1.0,214.3,1.03,0.71,136.0,0.76,0.21,0.12,0.13,27.0,17.0,2831,2758,792,467,492,0.736
dreAms,1.0,204.2,1.01,0.72,130.2,0.71,0.26,0.07,0.06,22.0,12.0,1718,1695,626,172,153,0.705
Art,1.0,208.2,1.01,0.73,125.4,0.71,0.36,0.07,0.06,14.0,13.0,1049,1034,527,108,93,0.699
PIETY,1.0,209.6,0.98,0.71,140.9,0.72,0.34,0.1,0.1,27.0,9.0,786,799,370,106,104,0.733
Yuicaw,1.0,215.2,1.05,0.69,142.2,0.76,0.17,0.14,0.11,27.0,13.0,2613,2479,594,331,273,0.719
eXampL,1.0,192.9,0.94,0.71,131.8,0.66,0.38,0.06,0.06,27.0,17.0,1399,1490,806,133,122,0.705
Foxy9,1.0,229.2,1.06,0.7,145.0,0.8,0.18,0.21,0.19,25.0,12.0,1136,1068,253,298,266,0.748
Jremy,1.0,214.1,0.99,0.7,139.6,0.72,0.25,0.13,0.12,20.0,15.0,1510,1522,519,267,255,0.731
gMd,1.0,201.9,1.02,0.73,131.9,0.72,0.31,0.08,0.09,28.0,14.0,5770,5657,2539,632,681,0.702
KILLDREAM,1.0,231.2,1.02,0.68,149.0,0.78,0.25,0.17,0.15,23.0,17.0,1944,1907,611,409,378,0.77
jcStani,1.0,200.5,0.96,0.7,128.6,0.7,0.27,0.09,0.1,27.0,15.0,4358,4540,1697,584,573,0.733
Brave,1.0,213.4,1.03,0.72,137.0,0.74,0.28,0.12,0.1,31.0,14.0,2075,2023,789,327,287,0.721
MAGiK,1.0,208.9,1.03,0.7,136.1,0.75,0.29,0.07,0.08,29.0,14.0,2104,2045,800,201,234,0.732
wannafly,1.0,215.2,1.03,0.72,139.2,0.74,0.2,0.13,0.11,22.0,16.0,3102,3010,836,562,473,0.722
Australis,1.0,209.0,0.96,0.72,138.4,0.71,0.35,0.06,0.09,21.0,11.0,1519,1575,759,139,187,0.734
fzkk,1.0,207.8,1.01,0.7,130.2,0.71,0.32,0.11,0.11,18.0,21.0,2610,2597,1184,394,408,0.705
Harshhh,1.0,196.3,0.99,0.72,125.4,0.68,0.33,0.08,0.08,19.0,14.0,2504,2538,1215,275,285,0.693
rajadaJJ,1.0,205.0,1.06,0.67,132.9,0.73,0.13,0.15,0.11,26.0,12.0,1033,979,185,208,153,0.693
deNaro,1.0,189.4,0.97,0.73,123.9,0.65,0.34,0.05,0.06,23.0,13.0,2223,2292,1139,166,203,0.675
Aisling,1.0,180.9,0.95,0.74,116.8,0.63,0.45,0.07,0.07,20.0,16.0,894,944,640,95,103,0.668
Poach,1.0,180.4,0.95,0.72,118.2,0.62,0.29,0.07,0.08,24.0,13.0,2536,2665,1187,285,341,0.654
Knight,1.0,197.1,0.95,0.73,126.8,0.69,0.35,0.08,0.09,26.0,15.0,2635,2764,1349,246,266,0.723
Celin,1.0,201.3,0.97,0.71,129.7,0.7,0.32,0.07,0.07,26.0,11.0,784,805,355,81,77,0.721
Kinguyen,1.0,229.5,1.06,0.7,150.3,0.79,0.19,0.14,0.14,24.0,14.0,1813,1706,433,310,321,0.748
DaZeD,1.0,200.1,0.99,0.7,134.2,0.65,0.33,0.09,0.08,20.0,16.0,754,763,385,101,91,0.659
Poly,1.0,201.8,1.01,0.74,130.2,0.72,0.34,0.08,0.08,28.0,19.0,2044,2023,962,222,231,0.71
tokyo,1.0,213.7,1.06,0.68,142.7,0.77,0.16,0.13,0.1,28.0,13.0,2383,2252,507,394,298,0.729
Dreamas,1.0,198.1,1.02,0.71,131.0,0.69,0.21,0.09,0.08,21.0,15.0,2628,2574,789,347,323,0.675
MOJJ,1.0,200.0,1.03,0.71,134.0,0.7,0.23,0.09,0.08,29.0,17.0,3978,3873,1325,495,466,0.684
phaze,1.0,182.5,1.01,0.71,121.8,0.68,0.23,0.09,0.09,29.0,17.0,1491,1482,512,189,189,0.671
Turko,1.0,185.0,1.06,0.75,121.4,0.68,0.24,0.06,0.05,28.0,16.0,2715,2555,954,235,199,0.637
richzin,1.0,189.6,0.97,0.73,127.4,0.67,0.27,0.07,0.08,33.0,18.0,1002,1031,400,112,120,0.688
Cohburg,1.0,196.8,0.99,0.71,129.8,0.68,0.29,0.09,0.08,26.0,14.0,4860,4903,2035,611,602,0.689
Japips,1.0,190.2,0.98,0.73,124.1,0.68,0.33,0.05,0.07,26.0,13.0,1423,1447,699,110,137,0.693
Apinya,1.0,219.4,1.02,0.72,142.2,0.76,0.32,0.11,0.12,26.0,15.0,1710,1671,725,247,273,0.741
Drags,1.0,191.9,0.96,0.73,125.7,0.66,0.3,0.07,0.07,22.0,11.0,1057,1106,476,111,105,0.691
Crunchy,1.0,205.4,1.0,0.71,131.2,0.72,0.29,0.11,0.1,27.0,15.0,5355,5373,2194,786,726,0.721
Lakers,1.0,237.8,1.09,0.72,138.0,0.82,0.2,0.18,0.15,17.0,14.0,869,800,214,187,156,0.757
Karra,1.0,193.3,0.97,0.74,124.2,0.68,0.41,0.08,0.08,31.0,12.0,2761,2851,1644,304,313,0.707
Prti,1.0,200.2,0.97,0.71,134.1,0.68,0.33,0.09,0.09,24.0,16.0,1941,2007,944,248,242,0.707
Pocket,1.0,214.0,0.99,0.72,142.1,0.74,0.27,0.11,0.1,20.0,9.0,745,752,275,106,103,0.748
